text,score
" hey lady, will you be coming to canada in the fall? i`d love to see you in concert some time! it`ll be my 1st time!",0.6988
i think i`ve finally reached the point in my life where i need a nasal hair trimmer,0.1027
okay now that i will not be able to sleep tonight what should we do,0.2263
nice and clean now,0.6705
 aww :/ kk i need to do a huge shopping trip at joshstore to get you also a joshmobile.. pft.,0.34
time for me to go to bed. am very tired. catch up with you all in a couple of days when i land & recover from flying to denmark,-0.4927
i think i might like twiterfon better than tweetie now. recent upgrades from twiterfon have been great! none from tweetie,0.8687
 i wish i was there! but i live in holland ): but i`m going to see you in paris,-0.484
 i`ma say you should smudge yourself before i start calling people given the malicious action we pulled the other night,0.0
lunch in the forrest ... its so baron.  fpu is so dead,-0.7573
http://twitpic.com/4ja4b - me & raj squad up! ,0.0
" yes i love manchester orchestra,and sigur ross. all the other bands ive never heard of but ill give them a listen. thanks",0.5574
back from brunch. hopefully i lured two more friends here.,0.7264
 because i stopped today :s wish me luck.....  (had to overload first),-0.4404
 where have you been? lol,0.4215
" yeah, i wanted to say this, that there`s a @ yourname section.  a bit tricky way to find your replies, tho.",0.1531
no b2g1 for me.  trying to save cash for next month`s vacation.,0.25
" i`m the same, don`t panic. big topman",-0.5106
 hi fellow peruvian,0.0
 i`ll take a look tomorrow - definitely want to graph as many tweets as possible!,0.5093
it wasn`t a good day ..,0.4404
i can`t get to bed,0.0
catching up on house  season finale monday!,0.0
_leann if it makes you feel better im studying on a sat night w/o blackberries,0.4404
" until  brings back our everyone button, you can access the public timeline at http://twitter.com/public_timeline",0.0
yay! i finally made sales at the gallery; really helps when the artists are there,0.7639
   hey honey  bunny here  big bunny hugs,0.4939
" iya, nyokap gue pernah berkata demikian  :-|  and it`s so hard to share what we have",-0.0265
"_l unfortunately not.my work ties me down 4 the whole summer.but if there`s a eu-tour this fall,i`ll be there!  i want a rebound",-0.3382
i`m not sure why walking around in barnes and noble comforts me so much. o well now i`m off to work,0.7591
 blah blah blah.... just kidding dude  i`ve never had anyone offer up their stem cells before haha!,0.4389
so many wires to sort out,0.0
my head hurts,-0.4767
" it is very unlucky  the day wasn`t the same without you! i hope to see you on wednesday though, right? x",-0.4015
i cant believe this woman talked me into getting a different hairstyle...real talk though...i have no clue of what to do with my hair,-0.296
happy mother`s day to all of the wonderful women out there.  have a great and relaxful day.,0.91
 naw idk what ur talkin about,-0.1027
 aww i feel bad for the lil ****. he look like he know what`s coming,-0.25
i have just been to see the jonas brothers 3d movie with   was funny no one else was there  hahah can`t... http://tinyurl.com/magcwo,0.1779
the new t-mobile advert in trafalger square looks like a lot of fun  except if there was a load of pigeons there too.,0.7003
good night! im off to sleeep!!!! 5 am  good mornining! xd,0.8949
i want someone to come over so i can take pictures but no one can,-0.3919
i really should be in a bad mood. but.,-0.3071
"played a bit pool with my buddies....going to bed now, have to work tomorrow",0.34
is  wishing work was done soon  <3,0.5859
already crying and the movie only started like 15mins ago,-0.1531
13 hours til i`m on a plane. ahhh yay,0.5267
ok... no one was interested in my special.   now the popcorn is stale! what a waste. i`m going to find a homeless person to give it to ...,0.1759
how sad is it that your best friend is so selfish and heartless that they exclude you from their life completely...i`m so sad,-0.762
my twitter has been hacked again,-0.4019
off to get ready for toms..  gotta go make sure he`s not done anything stupid  ill tweet later.,0.5826
 oh no your sick! i`m feeling kinda sick too  and i`m hating this overcast weather!,-0.9039
 why don`t you have that song you gave me that song,0.0
  get well soon!,0.3382
"http://twitpic.com/675u6 - square b - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",-0.25
" thanks  let me know which print from my gallery you would like, and we can work the details out",0.6597
" they were lushh wernt they, i managed to keep up to lol aww they were amazing  ****",0.765
just got home from the city lights show  yeahhh!,0.0
 http://twitpic.com/67318 - *sniff* i feel so left out!   *grin*,0.0
living in ballarat again,0.0
"i so want to be a part of windows clubhouse, but my wl spaces blog is random, and not the place where i share windows stuff",0.476
  get back to tokyo man..we miss you.,-0.1531
why are money problems so bad these days,-0.8015
aw taxi man is going fast just for meee,0.0
" ugh, frustrating. i see a few briefs a week with groups in them, mostly from traditional agencies.",-0.6908
 yeah but i missed it 2nite,-0.296
" awe man, that sucks. everyone makes mistakes. i have a feeling that people can forgive you",-0.34
  i like yours too   i enjoy your photography. =],0.8074
is up so early and proppa shattered and knackered,-0.4767
babysitting for the paionks  thinking about going to see 'obsessed',0.0
 goodnight is not on the trending topics.  lol,0.4215
disappointed she didn`t win teh glassez.,0.1779
 dave why why why can`t this happen when i`m not working and can listen?! :::whining big time:::,0.0
i`m up way past my bed time.  gonna catch sum snl.,0.0
i`m havin the stupid stomach pain again & again... today is my outing with sph frenz & my stomach nvr fails to dissappoint me. haiz,-0.8591
 welcome back to japan,0.4588
_zulu or get up on that michael jackson ish.  not a bad look imo,0.431
ah my tummy hurts  **** starbucks sugar/chocolate/caffeine,-0.4767
_kill_boy that would be really great....except im not allowed to talk to boys on the phone  long story...my fault,-0.4019
 work outside,0.0
somebody buy me a plane ticket home!! i miss my girl...,-0.2924
just finished weeding the flower bed. why is it the weeds grow so well but legitimate plants hate me?,-0.6345
only 2 more days of minnie,0.0
 nope. gone.,0.0
 hey jodi.. what`s up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school,0.6072
" oh, and happy judd day haha  #juddday",0.7717
got it? good. happy mothers day!,0.784
_mit_glee it is confusing and flippin expensive,-0.2263
" ahh but sometimes that`s the best kind of day, lazing around doing very little with a cuppa",0.7783
10 out of 40 done... everyone is going to be home drinking beer starting next week,0.0
  'bandwidth limit exceeded' on your website,0.0
beautiful sunshine when i woke up  but litterally 2 minutes later it starts to rain! i must be cursed.,0.5916
writing some mild and wild articles,0.0
the heat is here!!!,0.0
is hating the weather. ugh.,-0.7269
 72-65 cavs! the score is and was! lol,0.5242
woah! i love the new twitter app! so many new things to do. just got finished watching jon4lakers video on this and it was good.,0.8264
_news i should have gone,0.0
a bit worried...,0.0
i really needa find more stastics,0.0
i like this dr. seuss quote - ï¿½you know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -,0.8625
" yes, you make me want to be a better person, think i mentioned it before, will continue to do so. i`m still evil tho!",0.1352
 everyone says that,0.0
 early happy day of birth in case i don`t make it! very tired from therapy today n just taking my medicine!  misshu! love ya!,0.783
" glad to hear you`re okay. could have really hurt, by the sounds of it. is the couch okay? lol",0.6003
"#sanctuarysunday  it`s our mission to make #sanctuary a trending topic for the day, lots of people on board for it...join in",0.0
soooo fed up with this,0.0
just like the old days  drinkin at the old spot .,0.3612
" gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!",0.6351
"_beyond i told you people in indiana were batshit. i lived there, after all. i feel like i escaped from that orwell book everyday...",0.3612
had an amazing night with the girls,0.5859
 can`t! need to work on overtime project at lunchtime.    sorry!,-0.2225
wishes happy mother`s day!,0.68
i want a lie in tomorrow! won`t be getting one though,0.1511
 oh you do? i have the ability to teleport,0.3182
" i managed to find few places where you can combine fun, pleasure and savings but it took some planning though",0.5423
such a beautiful day...wish my bike hadn`t been run over by a car - hit and run.   #biketo,0.5994
a very happy mother`s day to all mothers out there! mamma mia - abba   ? http://blip.fm/~5z5uw,0.474
http://snipurl.com/hbp3g  canalway cavalcade over in `little venice` near warwick avenue - on today too,0.0
" i read for pure escapism. don`t make me think, take me away  non-fiction tends not to achieve that, for some strange reason",-0.2023
screw you guys and your prom pictures,-0.1027
so bored. firday evening and nothing to do,-0.3384
i told myself i wasn`t gonna cry and then one kid that everyone made fun of all year said 'it`s been a good year',0.4767
" yeah, she`s done it several times. my dumerils boa did it a few times w/ no prob. just wonder if my hognose needs bigger food.",0.0
went to bed at 12:20 last night. woke up around 10:45. holy ****.  i need to get up earlier. like 8. wish i could get up at 6 every day.,0.6369
headed to see friends new baby. gave up trip to the lake cause of dance class. such a good mama.,0.7184
nomatter how much i sleep am still tired  either going to sleep early or late....,-0.4404
"soo embarassed i didn`t see the tweets i`ve been getting from kind followers.    i`ll do better, i promise!!!",0.8582
 i was sweating 2 but i didnt see u there,0.0
 celebrity sighting: spongebobs here! #bea09   lol! now i`m even more distraught i missed it,-0.6316
watching the games and making some popcornss!,0.0
"i know i have lots of comments to return but i have been really busy  i`ll get round to it guys, sorry",-0.1154
admitting that i don`t like action plots and i do like romance plots always makes me feel like i`m setting back the feminist cause.,0.8779
"so twitter is a journey now.  well, okay.",0.4588
im sure the 5 ppl who came in after me will be seen by a dentist before i will,0.3182
rain makes for a good study day  almost done!!,0.5399
my dog roscoe died yestarday and i`m so sad,-0.822
 boo  you can come over and we`ll watch telenovelas and braid each others hair.,0.0
 ok then  ...i was doing fine..now not so much lol,-0.0869
